distance_km,avg_speed_kmh,vehicle_load_kg,engine_size,vehicle_age,fuel_consumption_liters
793,65,23462,2.2,40,98.16922631578947
596,62,25579,2.1,40,82.46185882352943
478,75,7714,1.5,40,51.10471818181818
564,48,11947,2.3,40,78.03437647058823
530,60,6338,2.3,40,73.33017647058824
840,75,17782,1.8,40,94.08400000000002
543,42,25073,2.7,40,60.81858571428572
654,46,11614,1.8,40,66.88145217391305
800,62,5741,2.7,40,89.60380952380952
854,71,5733,2.4,40,83.69555833333334
264,62,18944,2.7,40,31.047719999999998
275,55,29223,3.4,40,38.048676470588234
342,44,6806,2.7,40,40.22091
804,52,18285,3.4,40,111.24049411764707
672,49,15570,3.4,40,92.97712941176471
616,41,16457,3.4,40,85.22903529411764
504,55,6753,3.4,40,74.09115000000001
696,40,12358,3.4,40,102.31635
490,45,19587,3.0,40,60.659421052631586
301,58,10857,4.3,40,26.221559259259262
466,72,6024,2.5,40,45.669941666666666
821,67,14674,3.0,40,101.63547894736843
202,44,27148,4.3,40,18.274007692307695
284,51,26593,3.0,40,37.11091111111111
527,69,8554,3.0,40,65.23982631578947
649,56,14971,3.8,40,80.34278421052632
653,58,16908,3.0,40,90.34831176470588
828,79,27600,4.3,40,74.90533846153846
420,64,26202,2.5,40,44.903727272727274
353,74,9566,3.0,40,48.840664705882354
864,48,19022,4.3,40,78.16209230769232
211,71,26709,3.0,40,27.571838888888887
332,78,16157,3.8,40,41.099852631578955
503,77,15952,3.0,40,62.268752631578955
492,54,11894,3.8,40,60.9070105263158
499,76,12082,3.0,40,65.20543888888888
242,65,16946,4.3,40,24.74818260869565
542,70,24752,3.0,40,67.09674736842106
525,69,7629,3.8,40,64.99223684210527
697,41,28326,4.3,40,71.27885652173913
563,46,25616,3.8,40,77.89601764705883
626,69,11661,3.8,40,86.61262352941176
220,72,29261,5.0,40,28.747888888888887
606,78,11275,5.0,40,79.18736666666666
818,77,15227,5.7,40,91.61989523809525
535,59,18674,5.0,40,74.02197058823529
316,58,6719,5.0,40,43.721388235294114
323,48,14233,5.7,40,36.1775380952381
598,61,8487,3.8,40,78.14198888888889
250,71,29559,3.8,40,30.948684210526316
523,69,10844,4.3,40,68.34157222222223
340,45,13751,4.3,40,34.77017391304348
669,56,16416,5.7,40,74.93118571428572
533,76,27859,4.3,40,65.98259473684212
572,54,27253,3.8,40,74.74451111111111
763,46,11462,4.3,40,94.45538421052632
693,53,23184,5.0,40,95.88266470588236
738,59,15003,3.8,40,102.10881176470588
868,69,26459,5.0,40,120.09545882352941
355,57,20498,5.7,40,39.76169047619048
490,61,9262,5.0,40,67.79582352941176
847,64,5146,3.8,40,117.18992352941177
343,63,25212,5.0,40,47.457076470588234
305,70,17732,1.8,40,37.75739473684211
619,57,7117,2.0,40,66.17954090909092
869,73,10447,1.8,40,85.16562083333334
857,57,26398,1.8,40,100.787485
201,53,15855,2.0,40,19.6988375
788,43,27331,1.8,40,84.24794545454546
843,46,5318,2.0,40,79.31281200000001
289,46,17161,1.8,40,32.36937619047619
544,40,17323,2.0,40,49.21316923076924
549,79,10749,1.8,40,49.66549615384616
658,63,5254,2.0,40,70.34917272727273
462,71,14528,1.8,40,45.277925
550,49,26441,2.0,40,53.90229166666667
307,48,13526,2.0,40,28.883788
785,78,16283,2.0,40,71.01532692307693
238,42,9393,1.8,40,21.530761538461544
358,74,6044,2.8,40,44.318515789473686
782,44,17765,2.5,40,76.63925833333333
511,46,23175,2.8,40,60.096154999999996
440,51,21119,2.8,40,51.7462
644,62,23903,2.8,40,84.15291111111111
497,64,5961,2.5,40,46.759748
235,56,8749,2.8,40,29.09176315789474
283,53,9565,2.8,40,36.98023888888889
651,74,12516,3.0,40,80.59037368421053
584,40,24198,2.5,40,57.234433333333335
371,61,21973,3.0,40,43.631455
575,67,23372,2.5,40,54.0983
884,62,16031,2.0,40,94.51165454545455
561,57,25249,2.8,40,69.44884736842106
758,76,15625,2.0,40,74.28715833333334
340,42,7989,2.8,40,39.9857
317,53,10665,2.8,40,41.423094444444445
476,78,9541,2.8,40,62.199977777777775
419,46,23344,2.0,40,41.063745833333336
225,56,17386,2.0,40,22.0509375
720,45,13846,4.1,40,99.61835294117647
209,58,6078,4.1,40,28.91699411764706
577,54,8074,5.7,40,67.858085
832,78,14547,4.1,40,115.1145411764706
836,44,10029,4.1,40,115.66797647058824
881,54,21272,5.7,40,98.67619523809525
783,65,20845,4.1,40,102.31635
351,78,28770,4.3,40,35.89509130434782
248,52,18104,4.1,40,32.406711111111115
353,70,20855,4.3,40,36.099621739130434
492,52,9756,4.1,40,68.07254117647058
779,62,27759,4.1,40,107.78152352941177
249,79,9695,4.1,40,34.45134705882353
863,71,5919,5.7,40,101.493115
730,76,14938,4.3,40,101.0019411764706
811,43,6758,2.5,40,95.37765499999999
259,56,6831,4.3,40,33.84410555555556
366,59,14363,2.5,40,43.04343
401,50,24662,4.3,40,58.949506250000006
345,72,21743,2.5,40,38.64164285714286
875,78,28970,4.3,40,121.06397058823529
638,45,19255,4.3,40,88.27292941176471
441,78,8810,2.5,40,47.14891363636364
780,77,6440,4.3,40,96.55989473684211
886,57,16111,4.3,40,130.2475375
760,41,6719,2.5,40,89.37979999999999
682,80,27056,4.3,40,94.36071764705883
307,77,16445,2.5,40,36.104735
425,56,5555,4.3,40,66.64283333333334
872,63,14425,2.5,40,97.66815238095239
830,69,17112,4.3,40,122.01518750000001
860,63,7297,4.3,40,126.425375
861,43,6535,2.5,40,92.05264090909091
631,46,19931,4.3,40,87.30441764705881
854,54,11282,4.3,40,118.15843529411764
618,69,26469,5.0,40,111.8152153846154
654,68,16494,4.3,40,96.1420875
359,52,6961,5.0,40,60.31456428571428
722,79,29526,4.3,40,99.8950705882353
849,78,29587,5.0,40,133.12886
789,68,5979,6.2,40,97.67404736842106
276,65,5272,4.3,40,40.573724999999996
708,75,17775,4.3,40,97.95804705882352
640,74,28641,5.0,40,107.52457142857143
453,58,10144,4.3,40,66.59383125000001
519,41,26017,6.2,40,64.24946842105264
462,53,29494,4.3,40,63.92177647058824
796,55,6688,5.0,40,133.7336857142857
857,75,20320,4.3,40,118.57351176470588
753,79,22979,5.0,40,126.50937857142857
573,80,21154,6.2,40,70.93438421052632
836,70,24626,6.2,40,103.49240000000002
366,74,9683,5.7,40,71.73905
658,61,20123,6.2,40,91.04010588235295
479,60,28998,4.3,40,70.41599375000001
899,67,27223,5.0,40,140.96919333333332
501,56,10786,6.2,40,62.02116315789474
730,57,10129,4.3,40,114.46886666666667
779,71,7845,5.0,40,152.69049166666667
417,62,13448,6.2,40,57.695629411764706
301,45,27522,2.8,40,37.262215789473686
753,68,21693,5.0,40,104.18419411764705
487,45,26718,2.8,40,60.288036842105264
366,72,21262,5.0,40,50.6393294117647
820,71,28581,5.0,40,113.45423529411764
235,56,14280,2.8,40,30.70797222222222
552,43,17923,2.5,40,56.4504
875,70,18084,2.8,40,108.32039473684212
272,61,22560,5.0,40,37.6336
847,66,27567,5.0,40,124.51429375
552,60,24481,5.0,40,81.14744999999999
269,59,16422,5.7,40,30.129280952380956
624,73,6724,2.0,40,66.71410909090909
760,62,7628,2.8,40,99.3108888888889
841,55,27528,2.0,40,82.42150416666668
716,45,22734,2.8,40,88.63703157894737
627,55,29109,2.0,40,58.99066800000001
738,46,5619,2.8,40,96.43610000000001
359,53,23932,2.0,40,32.47707307692308
348,42,18786,2.8,40,45.473933333333335
429,72,26627,2.0,40,42.0437875
761,75,22361,2.0,40,74.58117083333333
266,78,26927,2.0,40,28.439027272727273
580,68,14729,2.8,40,71.80094736842106
257,78,27237,2.0,40,25.187070833333333
458,43,8772,2.8,40,53.86309
541,78,7533,2.0,40,50.899444
329,79,13669,2.8,40,42.99116111111111
371,80,23278,2.0,40,33.562657692307695
813,61,26735,2.8,40,106.23651666666666
408,54,7040,2.0,40,39.9857
553,43,22949,2.0,40,54.19630416666667
670,57,25509,2.0,40,71.63213636363636
315,62,9268,2.8,40,38.99534210526316
463,77,7839,2.0,40,45.375929166666666
861,43,21851,2.8,40,106.58726842105263
641,43,16739,2.0,40,60.307844
747,57,20058,2.8,40,97.61215
652,40,24772,2.0,40,58.98343076923077
676,71,13176,2.8,40,88.33442222222222
486,60,11540,2.0,40,47.630025
502,77,17412,2.0,40,49.19809166666667
510,65,28631,2.8,40,63.13531578947369
407,80,7743,4.3,40,36.81941153846154
817,60,10642,2.5,40,80.06940416666667
645,68,15069,2.8,40,75.855225
869,80,6026,2.8,40,102.198745
832,71,26015,4.3,40,75.26720000000002
254,43,8592,2.8,40,29.871669999999998
211,52,5987,2.8,40,24.814655000000002
856,74,20917,2.5,40,83.89156666666668
599,66,12238,2.8,40,74.15304736842106
847,40,7747,4.3,40,76.62418076923078
714,78,13330,2.5,40,69.974975
855,53,10650,2.8,40,111.72475
741,76,25609,2.8,40,91.73190000000001
436,69,9496,4.3,40,39.44290769230769
478,53,21820,2.8,40,59.173884210526325
547,50,22807,2.8,40,64.329935
826,70,8721,2.5,40,80.95144166666667
303,67,27058,1.6,40,28.507452000000004
829,66,29633,1.6,40,74.99580384615386
716,42,22520,1.6,40,64.7732153846154
447,45,6145,1.6,40,38.94032222222222
563,78,26963,1.6,40,50.932011538461545
520,58,14300,1.6,40,45.2997037037037
832,80,18929,1.8,40,54.35964444444445
485,73,25879,2.8,40,60.040447368421056
348,67,27883,2.5,40,34.10545
283,51,11242,2.8,40,33.282215
605,78,18832,2.8,40,71.151025
655,49,29683,2.8,40,85.59030555555555
360,64,19285,2.5,40,33.87024
659,62,14097,2.8,40,81.58073157894736
749,65,26329,2.8,40,97.87349444444445
699,58,20084,5.7,40,96.71281764705881
708,77,6992,5.7,40,97.95804705882352
853,59,9122,4.3,40,118.02007647058822
680,57,17290,4.3,40,94.084
862,50,22189,5.0,40,135.16734666666667
313,64,23376,4.3,40,40.90040555555555
777,40,28880,5.0,40,114.22385625000001
560,71,24984,4.3,40,77.4809411764706
540,72,18541,5.0,40,79.383375
648,46,9010,4.3,40,101.61072
379,70,13275,5.0,40,74.28715833333334
606,65,25742,4.3,40,95.02484
865,46,26699,5.7,40,169.54720833333332
395,75,8320,6.2,40,51.61552777777778
665,63,28933,4.3,40,97.75915624999999
510,44,23889,5.0,40,85.68364285714286
461,61,12828,5.7,40,83.40908461538461
618,75,12885,6.2,40,80.75543333333333
605,42,23840,4.3,40,101.64432142857142
342,76,12248,4.3,40,53.627880000000005
541,77,12868,6.2,40,74.85212352941177
515,45,11349,4.3,40,75.70821875
300,64,28347,5.0,40,54.27923076923077
443,62,8062,4.3,40,69.46535333333333
689,51,8852,5.0,40,115.75692142857142
211,67,26374,4.3,40,29.19371176470588
438,79,18160,5.0,40,68.68132
760,71,21322,6.2,40,94.08400000000002
241,64,5387,4.3,40,37.79040666666667
877,73,19123,4.3,40,121.34068823529411
793,69,12037,5.0,40,133.22966428571428
628,76,11910,4.3,40,98.47458666666667
357,57,20758,4.3,40,49.3941
415,74,7003,5.0,40,69.72296428571428
869,76,10745,6.2,40,107.57762631578947
661,80,22924,5.7,40,141.33982727272726
333,45,8547,5.7,40,71.20448181818182
266,58,14051,4.3,40,39.1036625
206,61,19456,4.3,40,32.302173333333336
725,71,5301,4.3,40,94.73736111111111
272,66,12104,4.3,40,35.54284444444445
598,55,23403,5.7,40,66.97884761904763
604,65,14072,4.3,40,78.92602222222222
874,78,15473,5.0,40,120.92561176470588
777,43,25545,4.3,40,96.18851052631581
329,55,21613,5.0,40,42.99116111111111
665,58,12710,5.7,40,111.72475
405,67,21178,5.7,40,45.36192857142857
465,56,23216,5.0,40,84.13280769230771
736,41,13242,6.2,40,101.83209411764706
452,41,25062,5.7,40,88.59576666666668
488,63,12496,6.2,40,71.73905
363,66,25866,5.0,40,60.98659285714286
294,43,18484,4.3,40,46.10116
309,75,10887,5.7,40,60.566575
535,59,22862,4.3,40,78.64834375000001
437,51,7088,5.0,40,79.06674615384617
580,67,11040,6.2,40,80.24811764705882
635,68,29536,4.3,40,114.89103846153849
682,72,24377,4.3,40,106.94214666666667
224,57,18440,4.3,40,35.12469333333333
852,51,19421,5.0,40,166.9991
316,49,24724,5.0,40,53.09025714285715
681,63,7343,6.2,40,94.22235882352942
591,56,12188,6.2,40,81.77006470588235
736,71,6238,5.7,40,144.26213333333334
278,64,17448,6.2,40,38.46375294117647
779,46,11856,5.7,40,166.57144545454545
372,59,27044,6.2,40,58.332080000000005
211,68,15620,5.0,40,31.018318750000002
327,58,25723,4.3,40,42.729816666666665
807,50,13374,5.0,40,111.65557058823529
291,72,13735,4.3,40,36.02426842105263
852,54,24210,5.0,40,117.88171764705884
742,70,28475,4.3,40,91.85569473684211
731,52,5092,5.0,40,95.52139444444445
857,58,7415,1.6,40,77.52883461538462
646,45,9254,1.6,40,52.395055172413805
589,67,15637,2.5,40,69.269345
871,61,29510,2.8,40,113.81550555555556
242,67,9533,2.8,40,29.958326315789478
453,55,11516,2.5,40,50.73815714285715
329,72,9401,2.8,40,40.72846842105263
259,80,8032,2.5,40,30.459695
862,65,24673,2.8,40,106.71106315789476
666,62,15568,2.5,40,71.20448181818182
486,40,25822,2.8,40,63.5067
716,68,11867,2.8,40,88.63703157894737
666,47,19176,2.8,40,120.49989230769232
544,78,8234,2.8,40,91.39588571428571
841,42,27381,2.5,40,116.35977058823529
581,52,11301,2.8,40,105.12077692307693
889,59,22517,2.8,40,110.05352105263158
452,44,16830,2.5,40,50.626152380952384
255,51,15589,2.8,40,33.321416666666664
662,56,7062,2.2,40,57.67000740740741
656,53,9627,2.8,40,81.20934736842106
282,65,24855,1.9,40,28.83879130434783
298,69,18142,2.2,40,25.033064285714286
348,71,5468,2.5,40,38.97765714285715
528,69,6344,2.8,40,65.36362105263159
355,51,11098,2.2,40,30.92575925925926
389,75,17101,2.8,40,48.156152631578955
693,58,8807,2.2,40,58.214475
462,64,9736,2.5,40,49.3941
279,72,26341,2.8,40,36.45755
599,60,20375,1.5,40,46.963596666666675
808,41,24729,1.5,40,54.299908571428574
459,76,21972,1.0,40,29.989275
814,60,8883,1.0,40,45.5859380952381
751,65,5091,5.0,40,126.17336428571429
300,71,21841,5.7,40,54.27923076923077
558,66,6884,6.2,40,72.9151
579,56,18432,5.7,40,113.48882499999999
420,43,19282,6.2,40,54.882333333333335
619,78,24505,5.7,40,121.32915833333334
323,54,19202,6.2,40,47.48301875
621,72,15231,5.7,40,121.721175
430,53,12642,6.2,40,63.2126875
889,65,26995,5.7,40,190.09244545454544
262,41,12952,2.5,40,32.434221052631585
684,59,14595,2.8,40,89.37979999999999
827,65,25087,2.8,40,114.42274705882353
773,41,9482,2.5,40,90.908665
682,41,6981,2.8,40,94.36071764705883
718,56,18918,2.8,40,105.5504875
354,57,14984,2.5,40,39.64968571428572
291,43,20813,2.8,40,42.77881875
725,56,9466,2.8,40,100.31014705882353
654,72,7231,2.8,40,90.4866705882353
797,62,27165,2.5,40,98.6644052631579
844,52,13396,2.8,40,110.28735555555555
709,46,18241,2.8,40,98.09640588235294
382,80,15411,2.5,40,44.925110000000004
585,40,18112,2.8,40,80.93991176470588
773,79,29797,2.8,40,101.00962777777777
604,70,14383,2.5,40,67.6508761904762
445,75,24699,2.8,40,61.569676470588234
790,64,16481,2.6,40,97.79784210526317
860,80,10175,2.2,40,96.32409523809525
849,79,22982,2.2,40,105.10173157894738
670,69,25646,2.2,40,75.04319047619049
622,77,22926,2.2,40,77.00032631578948
264,60,13333,2.2,40,26.998017391304348
212,58,19460,2.2,40,21.680226086956523
412,55,5089,2.2,40,40.37771666666667
441,72,25790,2.2,40,51.863805
692,45,10490,2.2,40,77.50729523809525
412,76,20287,2.2,40,51.00343157894738
892,47,15455,2.6,40,110.42490526315791
537,40,16704,2.2,40,57.412622727272726
372,52,25090,2.2,40,46.05164210526316
871,65,22593,2.6,40,107.8252157894737
363,55,9978,2.2,40,44.93748947368422
664,78,8224,2.2,40,74.3711619047619
696,67,9856,2.6,40,86.16113684210526
899,62,29177,2.2,40,111.29146842105263
594,46,27623,2.2,40,66.53082857142857
507,63,28237,2.6,40,62.76393157894738
382,47,22922,2.2,40,47.28958947368422
828,40,5148,2.2,40,92.73994285714286
709,43,20263,2.2,40,87.77046842105264
745,80,29449,2.2,40,83.44354761904762
763,58,29083,2.2,40,78.02836086956522
823,61,22809,2.2,40,84.16427391304349
793,75,23101,2.2,40,77.71730416666668
426,40,14546,2.2,40,50.09973
635,58,18538,2.2,40,78.60965789473684
621,68,19115,2.6,40,76.87653157894738
753,58,24019,2.2,40,93.21743684210527
220,45,21188,2.6,40,27.23484210526316
753,64,7363,5.2,40,110.69570625
596,78,8107,5.2,40,82.46185882352943
824,62,10628,2.2,40,102.00686315789476
304,40,22885,2.6,40,37.6336
391,54,6451,2.2,40,48.40374210526316
216,64,21195,2.6,40,26.73966315789474
319,43,13641,2.2,40,39.490521052631586
592,40,23219,2.2,40,66.30681904761906
624,79,20180,2.6,40,77.2479157894737
328,60,17377,2.2,40,40.60467368421053
329,49,15780,2.2,40,36.84956666666667
771,41,27235,2.6,40,95.44574210526316
759,56,24332,2.2,40,93.96020526315789
228,52,25319,2.2,40,25.537085714285716
296,66,21333,2.6,40,36.64324210526316
209,80,28214,2.2,40,23.40899523809524
441,67,25093,2.2,40,54.593478947368425
431,49,22673,2.6,40,53.35553157894738
483,49,21887,5.2,40,103.27857272727273
399,48,29335,5.2,40,78.207325
278,73,26435,5.2,40,50.29875384615385
372,78,8097,5.9,40,79.54374545454544
666,43,18588,5.2,40,120.49989230769232
780,43,23531,2.2,40,91.73190000000001
615,43,14657,2.2,40,68.88292857142858
648,80,9520,2.6,40,80.21898947368422
286,50,23281,2.2,40,29.247852173913042
300,40,18341,2.2,40,32.07409090909091
207,60,8716,2.6,40,24.344234999999998
399,64,19831,2.2,40,39.1036625
704,48,13842,2.2,40,66.235136
286,64,6210,2.2,40,26.908024
242,57,7187,2.2,40,22.768328
584,46,13058,2.2,40,54.945056
820,65,25204,2.2,40,96.43610000000001
634,57,21752,2.2,40,71.01101904761906
607,40,15536,2.6,40,75.1434052631579
682,48,16463,2.2,40,76.38724761904763
863,49,7843,2.2,40,96.66010952380954
216,50,19335,2.6,40,26.73966315789474
844,71,24834,2.2,40,82.71551666666666
347,60,24902,2.2,40,32.647148
476,75,11644,2.2,40,44.783984000000004
431,71,17546,2.2,40,40.550204
565,58,14828,2.2,40,53.15746
427,47,25244,5.9,40,91.30424545454545
850,74,22528,5.2,40,181.75318181818182
635,61,24510,5.2,40,135.7803181818182
598,43,12660,5.9,40,140.65558000000001
410,68,5017,3.7,40,74.18161538461538
590,70,18620,5.2,40,106.74915384615386
698,47,10999,3.7,40,109.45105333333333
739,51,23040,5.2,40,144.85015833333333
762,44,17397,5.2,40,149.35835
690,69,17618,5.2,40,124.8422307692308
641,74,22980,5.9,40,137.06328181818182
460,76,6287,3.7,40,77.28328571428571
549,43,21651,3.7,40,80.70643125000001
551,60,5434,5.2,40,99.69285384615385
719,55,23419,5.2,40,120.7971357142857
519,57,7497,5.2,40,110.97635454545454
337,70,11440,5.2,40,60.97366923076924
749,77,11037,5.9,40,176.17229
822,71,12806,3.7,40,148.7250923076923
567,72,24592,5.2,40,102.58774615384617
419,58,6613,3.7,40,65.70199333333333
536,59,13910,5.2,40,105.06046666666667
422,49,17170,5.2,40,76.35278461538462
847,65,28548,5.2,40,153.24836153846155
559,57,20756,3.7,40,87.65492666666667
528,54,23615,5.2,40,95.53144615384618
662,75,19747,5.2,40,129.75751666666667
760,57,16864,5.2,40,162.50872727272727
581,70,27847,5.9,40,136.65701
789,54,10695,5.2,40,185.58069
816,77,18637,5.2,40,191.93136
368,68,18878,5.9,40,86.55728
416,54,9512,2.2,40,57.5572705882353
577,40,12960,2.2,40,75.39787222222222
318,76,18169,2.6,40,43.99810588235294
389,80,9886,2.2,40,53.82158235294118
569,62,8771,2.6,40,78.72617058823529
348,50,27407,2.2,40,35.58829565217391
875,77,10904,2.2,40,89.4820652173913
851,55,18918,2.2,40,90.98350454545454
687,69,19425,2.2,40,76.94727142857144
573,68,20094,2.2,40,67.38766500000001
892,80,24896,2.2,40,104.90366
359,42,16997,2.2,40,36.71321304347826
550,79,18578,1.6,40,43.121833333333335
487,56,29487,2.2,40,42.42491481481481
487,65,16575,2.2,40,54.54631904761905
425,48,23228,2.2,40,49.982125
722,56,8924,2.2,40,67.92864800000001
721,76,20701,2.2,40,80.75543333333334
472,70,18170,2.2,40,42.69966153846154
601,70,26265,1.5,40,52.3560037037037
382,50,21918,1.6,40,40.84100909090909
864,77,12577,1.6,40,92.37338181818183
687,61,10730,1.5,40,59.847877777777775
323,42,13476,1.5,40,22.344949999999997
825,67,12987,1.5,40,58.8025
613,71,15861,1.5,40,48.06124333333333
371,43,13695,1.6,40,36.359545833333335
487,79,9141,1.6,40,47.728029166666666
634,77,12936,2.0,40,71.01101904761906
885,50,29637,2.0,40,94.61856818181819
312,40,27245,2.0,40,31.906747826086956
321,55,26585,2.0,40,31.4593375
743,73,23767,2.0,40,91.97948947368423
421,71,29786,2.0,40,52.11758421052632
830,72,23831,2.6,40,102.74963157894737
238,50,9804,2.6,40,29.463147368421055
696,75,19315,2.6,40,90.94786666666667
432,52,24653,2.6,40,53.47932631578948
729,59,13568,2.6,40,95.26004999999999
348,64,14377,2.6,40,43.08056842105263
596,45,28348,3.7,40,100.13225714285714
860,76,12062,3.7,40,134.85373333333334
837,65,24882,5.2,40,164.058975
501,43,19379,5.2,40,98.200175
559,65,7847,5.2,40,101.14030000000001
437,57,29042,5.9,40,93.44251818181817
846,52,28830,3.7,40,132.65844
862,47,29467,3.7,40,112.63945555555556
435,72,5732,3.7,40,60.18608823529412
402,55,26447,3.7,40,63.036280000000005
455,78,12313,5.2,40,76.44324999999999
797,70,28620,5.2,40,144.2018230769231
861,79,24083,5.2,40,184.10528181818182
434,62,17809,5.2,40,85.06761666666667
544,55,7158,5.9,40,127.95424000000001
733,49,25048,5.9,40,172.40893
665,75,29195,5.2,40,120.31896153846155
740,70,16486,3.7,40,116.03693333333335
412,71,29537,5.2,40,80.75543333333334
662,60,9619,5.2,40,141.55365454545455
635,55,23577,5.9,40,135.7803181818182
482,68,15503,3.7,40,87.20863076923078
761,55,25947,5.2,40,162.72255454545456
806,54,24390,5.2,40,172.34478181818184
662,47,25428,5.9,40,155.70902
606,54,6210,2.2,40,75.01961052631579
287,60,16606,2.2,40,32.14536666666667
243,60,23370,2.2,40,27.217157142857147
660,46,8170,2.2,40,81.70452631578948
477,58,28857,2.2,40,46.7479875
882,61,23132,2.2,40,103.72761
620,77,20558,2.2,40,60.76258333333333
900,52,22141,5.2,40,132.305625
552,65,5918,5.2,40,76.37407058823528
895,61,13897,5.2,40,175.42745833333333
714,46,27438,2.2,40,88.38944210526317
829,74,26313,2.2,40,92.85194761904762
218,42,16622,2.2,40,26.98725263157895
222,74,7861,2.2,40,24.865057142857143
612,55,25878,2.2,40,62.58631304347827
229,55,6807,2.2,40,23.418734782608695
307,41,7649,2.2,40,30.08727916666667
566,77,9423,2.2,40,66.56443
480,56,22679,2.2,40,53.76228571428572
327,77,14812,2.2,40,33.44072608695652
428,63,7442,1.6,40,33.556626666666666
310,61,12639,1.6,40,24.305033333333334
335,62,7595,1.6,40,26.265116666666668
561,58,26521,1.6,40,48.87141111111111
385,61,18206,2.2,40,36.22234
855,56,17364,2.2,40,95.76407142857144
783,41,22456,2.2,40,70.83439615384617
328,53,9075,2.2,40,28.57365925925926
460,67,14641,2.2,40,51.52219047619048
714,52,25326,2.2,40,83.96996999999999
648,77,6771,2.6,40,89.65651764705882
303,56,27059,2.6,40,41.92272352941177
682,48,22401,2.3,40,69.74487826086957
423,79,8692,2.3,40,38.266857692307696
690,53,23735,2.6,40,90.16383333333333
672,41,14327,2.6,40,83.19006315789474
209,60,24156,2.0,40,25.873100000000004
604,74,5911,2.0,40,67.6508761904762
501,69,14007,2.0,40,56.11438571428572
430,56,22357,2.0,40,45.972863636363634
265,78,15154,2.0,40,28.332113636363637
311,64,18377,2.0,40,33.25014090909091
212,78,24486,5.2,40,41.55376666666667
592,74,28846,5.2,40,116.03693333333335
699,45,6800,5.9,40,149.46526363636363
797,42,22192,3.7,40,133.90169285714285
433,75,26822,5.2,40,92.58720909090908
801,40,10133,5.2,40,171.27564545454544
513,73,13761,5.9,40,120.66273000000001
765,40,5969,5.2,40,149.94637500000002
211,65,9079,5.2,40,41.35775833333333
408,57,23263,5.9,40,87.24152727272727
213,75,20601,5.2,40,45.54520909090909
832,45,19688,5.9,40,195.69472000000002
617,50,8319,4.1,40,85.36739411764705
636,79,9705,2.9,40,135.99414545454545
576,69,11611,2.9,40,123.16450909090909
219,53,20259,4.9,40,46.82817272727273
786,49,5387,4.9,40,142.21158461538462
269,70,18985,5.8,40,57.51953636363636
410,75,13067,4.9,40,80.36341666666667
300,54,18046,5.0,40,54.27923076923077
897,69,27341,5.0,40,162.2949
331,53,7489,4.9,40,48.65906875
822,62,28893,4.9,40,120.83913749999999
580,56,13707,5.0,40,113.68483333333333
331,66,27321,4.9,40,55.61036428571428
219,52,25228,4.9,40,39.62383846153847
735,53,7890,2.8,40,108.04959375
426,65,17332,2.8,40,62.62466250000001
353,50,6442,2.3,40,33.211652
668,77,5722,2.8,40,87.28904444444444
604,40,13947,2.8,40,83.5687294117647
401,63,7250,4.9,40,72.55323846153847
237,59,23292,5.8,40,50.677063636363634
387,47,7586,5.8,40,91.02627000000001
256,47,13577,4.9,40,43.00982857142857
219,69,27510,5.0,40,42.925825
472,57,11773,4.9,40,85.39932307692308
318,52,16207,4.9,40,46.7479875
782,75,20073,4.9,40,131.3815857142857
715,58,17647,4.9,40,120.12510714285715
420,52,13190,5.8,40,98.7882
725,80,9087,4.9,40,121.80517857142857
714,65,10078,5.8,40,152.67267272727273
535,48,13142,4.9,40,78.64834375000001
897,73,17492,5.0,40,175.819475
254,70,24702,4.9,40,37.3395875
699,46,8038,5.0,40,137.009825
735,48,14264,4.9,40,108.04959375
361,79,19413,4.9,40,53.069256249999995
869,65,5768,4.9,40,120.23381764705883
793,72,14178,4.9,40,103.62307222222222
358,72,16298,5.8,40,84.20518
387,79,10557,4.9,40,65.01876428571428
259,43,15551,5.8,40,55.381263636363634
518,67,26646,4.9,40,93.72213846153846
410,43,21580,4.9,40,74.18161538461538
605,73,23691,5.0,40,118.58504166666667
863,79,6389,1.6,40,84.57759583333335
308,45,11739,1.6,40,31.49768695652174
275,72,26695,1.9,40,25.8731
741,44,24942,1.6,40,64.55207777777778
513,58,15773,1.9,40,44.689899999999994
316,57,15263,1.6,40,27.528281481481482
218,42,24374,1.6,40,15.538115151515154
631,73,18386,1.9,40,46.380471875000005
884,41,27381,1.6,40,79.97140000000002
549,40,14861,1.9,40,47.826033333333335
382,74,20258,1.6,40,34.55777692307693
312,43,20817,1.6,40,29.354208
382,74,11253,1.6,40,37.43759166666667
680,47,11233,1.9,40,59.23807407407408
345,68,17324,2.0,40,23.86689705882353
827,75,9667,2.0,40,48.629667500000004
312,53,25786,1.6,40,30.5773
675,69,27589,1.6,40,69.02902173913044
502,46,15418,1.9,40,47.230168000000006
317,52,21111,1.9,40,27.615396296296293
360,61,19055,1.6,40,31.36133333333333
600,41,14123,1.9,40,44.101875
397,47,11988,1.6,40,35.914757692307695
459,60,18755,1.9,40,39.9857
859,59,14734,2.0,40,59.42511470588235
246,50,20936,1.6,40,22.254484615384616
598,73,6992,1.6,40,56.262232000000004
758,44,16898,1.9,40,66.03302962962962
277,69,9059,2.0,40,19.16269705882353
323,72,28587,1.6,40,31.655345833333335
274,51,11893,1.6,40,24.787515384615386
336,44,16741,1.6,40,32.9294
801,40,24528,5.8,40,171.27564545454544
599,74,20389,4.9,40,100.63627857142858
